date,description,amount,type,payment_mode
2025-06-09,Water,13497,debit,UPI
2025-07-07,Netflix,18388,debit,UPI
2025-04-10,House Rent,16223,debit,UPI
2025-08-20,Amazon,4191,debit,UPI
2025-05-25,House Rent,6998,debit,UPI
2025-03-06,Water,18202,debit,UPI
2025-04-01,Water,5010,debit,UPI
2025-08-18,Stock,1411,debit,UPI
2025-06-11,Spotify,16274,debit,UPI
2025-06-17,Movie,11927,debit,UPI
2025-07-22,Ola,5069,debit,UPI
2025-05-16,Electricity,17120,debit,UPI
2025-06-25,Amazon,4017,debit,UPI
2025-05-20,Water,9131,debit,UPI
2025-05-19,Electricity,18156,debit,UPI
2025-08-28,Flipkart,17923,debit,UPI
2025-09-07,Game,4489,debit,UPI
2025-05-22,Stock,13846,debit,UPI
2025-02-09,Electricity,10699,debit,UPI
2025-01-13,Stock,17591,credit,UPI
2025-06-14,House Rent,7776,debit,UPI
2025-07-31,Stock,8776,debit,UPI
2025-07-02,Stock,3455,debit,UPI
2025-09-01,Water,17768,debit,UPI
2025-04-11,Electricity,2903,debit,UPI
2025-04-07,Prime,13725,debit,UPI
2025-09-05,Ola,14893,debit,UPI
2025-02-25,House Rent,17993,debit,UPI
2025-07-24,Flipkart,15126,debit,UPI
2025-03-23,Swiggy,15319,debit,UPI
2025-09-06,Flipkart,8113,debit,UPI
2025-05-27,Flipkart,3476,debit,UPI
2025-02-10,Uber,6366,debit,UPI
2025-05-13,House Rent,12841,debit,UPI
2025-07-13,Mutual Fund,11700,debit,UPI
2025-03-02,Swiggy,18982,debit,UPI
2025-04-11,Flipkart,15970,debit,UPI
2025-04-11,Swiggy,17795,debit,UPI
2025-03-09,Ola,5895,debit,UPI
2025-04-25,Movie,12557,debit,UPI
2025-02-06,Prime,6639,debit,UPI
2025-04-24,Amazon,6255,debit,UPI
2025-05-19,Mutual Fund,4508,debit,UPI
2025-01-18,Swiggy,13056,debit,UPI
2025-03-22,Ola,8785,debit,UPI
2025-03-09,House Rent,14277,debit,UPI
2025-05-27,Zomato,268,debit,UPI
2025-03-14,Spotify,14333,debit,UPI
2025-06-18,House Rent,2299,debit,UPI
2025-03-20,Movie,1754,debit,UPI
2025-01-23,Stock,4882,debit,UPI
2025-05-15,Zomato,4877,debit,UPI
2025-04-14,Swiggy,4209,debit,UPI
2025-07-14,Electricity,14875,debit,UPI
2025-04-24,Ola,3714,debit,UPI
2025-07-06,Zomato,14462,debit,UPI
2025-07-06,Electricity,10157,debit,UPI
2025-03-20,Uber,14657,debit,UPI
2025-03-24,Prime,10594,debit,UPI
2025-04-14,Mutual Fund,3758,debit,UPI
2025-06-03,Water,14263,debit,UPI
2025-08-08,Mutual Fund,11890,debit,UPI
2025-03-18,Game,2471,debit,UPI
2025-05-25,Flipkart,15533,debit,UPI
2025-02-09,Movie,16476,debit,UPI
2025-03-27,Flipkart,15915,debit,UPI
2025-04-20,Netflix,12665,debit,UPI
2025-04-09,Game,8446,debit,UPI
2025-03-31,Ola,9219,debit,UPI
2025-07-27,Stock,6778,debit,UPI
2025-08-02,Ola,3715,debit,UPI
2025-03-27,Swiggy,15305,debit,UPI
2025-07-02,Ola,5849,debit,UPI
2025-06-17,Mutual Fund,16816,debit,UPI
2025-05-07,Zomato,3699,debit,UPI
2025-04-13,Game,3401,debit,UPI
2025-07-13,Ola,13713,debit,UPI
2025-04-07,Game,8137,debit,UPI
2025-09-06,House Rent,13310,debit,UPI
2025-01-31,Uber,12754,debit,UPI
2025-01-18,Ola,12972,debit,UPI
2025-05-03,Ola,12821,debit,UPI
2025-03-07,Uber,11158,debit,UPI
2025-02-01,House Rent,5387,debit,UPI
2025-06-10,Amazon,6517,debit,UPI
2025-04-18,Uber,2160,debit,UPI
2025-07-27,Netflix,19633,debit,UPI
2025-06-05,Swiggy,12422,debit,UPI
2025-08-11,Movie,13712,debit,UPI
2025-05-06,Mutual Fund,16001,debit,UPI
2025-06-16,Electricity,5980,debit,UPI
2025-07-10,Spotify,19370,debit,UPI
2025-07-28,Prime,11455,debit,UPI
2025-07-24,Electricity,12202,debit,UPI
2025-06-09,Movie,14309,debit,UPI
2025-02-22,Amazon,8517,debit,UPI
2025-08-07,Zomato,13784,debit,UPI
2025-09-06,Zomato,19658,debit,UPI
2025-03-24,Game,12395,debit,UPI
2025-06-25,Stock,4289,credit,UPI
2025-05-02,Spotify,9671,debit,UPI
2025-02-28,Uber,5861,debit,UPI
2025-03-10,Prime,7817,debit,UPI
2025-01-17,Prime,18102,debit,UPI
2025-04-27,Stock,13177,debit,UPI
2025-04-20,Electricity,9129,debit,UPI
2025-04-18,Mutual Fund,11849,credit,UPI
2025-04-25,Movie,17103,debit,UPI
2025-06-29,Ola,146,debit,UPI
2025-05-31,Uber,11598,debit,UPI
2025-02-14,Stock,8773,debit,UPI
2025-07-17,Electricity,11453,debit,UPI
2025-07-18,Prime,6711,debit,UPI
2025-05-20,Flipkart,18144,debit,UPI
2025-03-01,Amazon,2772,debit,UPI
2025-04-24,Netflix,6170,debit,UPI
2025-08-21,Zomato,4243,debit,UPI
2025-04-26,Netflix,10500,debit,UPI
2025-02-19,Uber,7476,debit,UPI
2025-02-12,Water,3918,debit,UPI
2025-02-13,Movie,2355,debit,UPI
2025-04-26,Prime,3328,debit,UPI
2025-02-25,Swiggy,13951,debit,UPI
2025-05-29,House Rent,676,debit,UPI
2025-07-25,Spotify,19986,debit,UPI
2025-05-06,Mutual Fund,9603,debit,UPI
2025-04-21,House Rent,16647,debit,UPI
2025-04-23,House Rent,969,debit,UPI
2025-09-01,Prime,18254,debit,UPI
2025-02-15,House Rent,16100,debit,UPI
2025-03-06,Uber,12100,debit,UPI
2025-05-03,Swiggy,14412,debit,UPI
2025-05-01,Swiggy,13381,debit,UPI
2025-04-09,Ola,3620,debit,UPI
2025-07-26,Movie,1440,debit,UPI
2025-01-06,Electricity,5075,debit,UPI
2025-07-31,Ola,16758,debit,UPI
2025-07-10,Movie,17799,debit,UPI
2025-04-20,Game,922,debit,UPI
2025-03-22,Swiggy,15960,debit,UPI
2025-02-18,Ola,7871,debit,UPI
2025-06-01,Swiggy,15373,debit,UPI
2025-05-27,Water,16818,debit,UPI
2025-05-29,House Rent,8507,debit,UPI
2025-04-18,Game,7775,debit,UPI
2025-03-01,Stock,3076,debit,UPI
2025-05-06,Movie,10081,debit,UPI
2025-06-06,Water,16452,debit,UPI
2025-02-10,Game,8739,debit,UPI
2025-07-06,Water,9965,debit,UPI
2025-04-04,Swiggy,5235,debit,UPI
2025-05-15,Stock,16175,debit,UPI
2025-07-14,Mutual Fund,9998,credit,UPI
2025-04-04,Water,18213,debit,UPI
2025-02-27,Movie,4316,debit,UPI
2025-07-31,Amazon,1554,debit,UPI
2025-02-25,Mutual Fund,12988,debit,UPI
2025-01-12,House Rent,17725,debit,UPI
2025-06-29,Water,14644,debit,UPI
2025-04-24,Game,8883,debit,UPI
2025-05-10,House Rent,14269,debit,UPI
2025-07-18,Netflix,2782,debit,UPI
2025-08-25,Stock,16673,credit,UPI
2025-01-21,Flipkart,2210,debit,UPI
2025-01-17,Stock,14271,debit,UPI
2025-07-30,Ola,15180,debit,UPI
2025-05-25,Mutual Fund,11035,debit,UPI
2025-02-03,Ola,5184,debit,UPI
2025-03-31,Mutual Fund,19597,debit,UPI
2025-05-07,Flipkart,1367,debit,UPI
2025-04-26,Water,8683,debit,UPI
2025-08-16,Game,18231,debit,UPI
2025-05-09,Game,2467,debit,UPI
2025-01-04,House Rent,14096,debit,UPI
2025-07-30,Prime,17496,debit,UPI
2025-02-25,Netflix,12238,debit,UPI
2025-07-20,Zomato,461,debit,UPI
2025-05-25,Amazon,17525,debit,UPI
2025-06-14,Netflix,15696,debit,UPI
2025-06-18,Zomato,7591,debit,UPI
2025-03-26,Flipkart,13795,debit,UPI
2025-03-09,Ola,5690,debit,UPI
2025-03-04,Movie,17749,debit,UPI
2025-02-25,Ola,1762,debit,UPI
2025-05-26,House Rent,972,debit,UPI
2025-04-27,Ola,18529,debit,UPI
2025-01-06,Electricity,5418,debit,UPI
2025-08-02,Netflix,18685,debit,UPI
2025-08-02,House Rent,1064,debit,UPI
2025-02-03,House Rent,15700,debit,UPI
2025-01-21,Uber,13361,debit,UPI
2025-07-02,House Rent,17851,debit,UPI
2025-03-14,Swiggy,5419,debit,UPI
2025-08-19,House Rent,1409,debit,UPI
2025-06-02,Movie,9510,debit,UPI
2025-08-15,Ola,1051,debit,UPI
2025-01-30,Flipkart,10019,debit,UPI
2025-09-01,Electricity,15362,debit,UPI
2025-05-11,Spotify,10599,debit,UPI
2025-01-26,Ola,11615,debit,UPI
2025-08-03,Game,13263,debit,UPI
2025-02-07,Electricity,19815,debit,UPI
2025-04-29,Water,11226,debit,UPI
2025-01-11,Mutual Fund,14428,credit,UPI
2025-07-04,Game,18156,debit,UPI
2025-04-12,Prime,2625,debit,UPI
2025-01-04,Movie,4930,debit,UPI
2025-08-30,Zomato,13892,debit,UPI
2025-03-14,Netflix,10163,debit,UPI
2025-01-29,Ola,2017,debit,UPI
2025-03-09,Mutual Fund,3288,debit,UPI
2025-03-09,Uber,8149,debit,UPI
2025-04-21,Amazon,11296,debit,UPI
2025-06-26,Netflix,4672,debit,UPI
2025-03-26,Zomato,1506,debit,UPI
2025-07-29,House Rent,19625,debit,UPI
2025-02-10,Netflix,5595,debit,UPI
2025-02-26,Flipkart,15864,debit,UPI
2025-04-27,Movie,13282,debit,UPI
2025-08-07,Flipkart,18314,debit,UPI
2025-01-17,Spotify,4601,debit,UPI
2025-06-07,Amazon,7485,debit,UPI
2025-09-06,Uber,6283,debit,UPI
2025-06-19,Spotify,1822,debit,UPI
2025-04-24,Netflix,1164,debit,UPI
2025-01-03,Swiggy,18831,debit,UPI
2025-01-26,Prime,5349,debit,UPI
2025-06-24,Electricity,7859,debit,UPI
2025-02-26,Prime,16543,debit,UPI
2025-03-27,Uber,868,debit,UPI
2025-04-04,Zomato,17157,debit,UPI
2025-01-14,Spotify,4096,debit,UPI
2025-07-16,Netflix,6654,debit,UPI
2025-08-27,Uber,15639,debit,UPI
2025-01-20,Electricity,15526,debit,UPI
2025-02-19,Amazon,12694,debit,UPI
2025-05-30,Zomato,13490,debit,UPI
2025-01-16,Game,12947,debit,UPI
2025-08-24,Swiggy,2000,debit,UPI
2025-02-04,Game,8908,debit,UPI
2025-04-26,Netflix,15384,debit,UPI
2025-06-06,Flipkart,9830,debit,UPI
2025-07-10,Water,10356,debit,UPI
2025-05-29,Zomato,16679,debit,UPI
2025-07-03,Movie,3806,debit,UPI
2025-08-29,Zomato,16080,debit,UPI
2025-06-14,Mutual Fund,14462,debit,UPI
2025-06-28,House Rent,17585,debit,UPI
2025-05-09,Ola,11164,debit,UPI
2025-07-18,Swiggy,17716,debit,UPI
2025-07-25,House Rent,16282,debit,UPI
2025-01-16,Zomato,14166,debit,UPI
2025-03-14,Swiggy,4724,debit,UPI
2025-08-07,Zomato,15974,debit,UPI
2025-02-21,Water,13744,debit,UPI
2025-07-27,Movie,2609,debit,UPI
2025-09-03,Water,4677,debit,UPI
2025-03-19,Flipkart,18446,debit,UPI
2025-03-14,Stock,3522,debit,UPI
2025-03-25,Electricity,13217,debit,UPI
2025-01-18,Stock,1226,debit,UPI
2025-07-05,Amazon,17147,debit,UPI
2025-08-02,Game,14295,debit,UPI
2025-02-18,Amazon,12085,debit,UPI
2025-06-23,Swiggy,16609,debit,UPI
2025-03-26,Water,12318,debit,UPI
2025-02-19,Prime,6061,debit,UPI
2025-06-22,Swiggy,18708,debit,UPI
2025-02-06,Amazon,10433,debit,UPI
2025-07-30,Uber,13441,debit,UPI
2025-02-01,Water,266,debit,UPI
2025-08-17,House Rent,14041,debit,UPI
2025-07-10,House Rent,144,debit,UPI
2025-02-14,Amazon,7782,debit,UPI
2025-05-02,House Rent,6791,debit,UPI
2025-05-05,Uber,2724,debit,UPI
2025-06-05,House Rent,8713,debit,UPI
2025-03-28,Ola,2712,debit,UPI
2025-06-14,Zomato,3895,debit,UPI
2025-01-19,Swiggy,13616,debit,UPI
2025-08-09,Zomato,4493,debit,UPI
2025-05-17,Stock,6941,credit,UPI
2025-01-20,Game,2102,debit,UPI
2025-03-01,Stock,16765,debit,UPI
2025-07-19,Prime,5415,debit,UPI
2025-01-19,House Rent,19107,debit,UPI
2025-07-13,Spotify,3546,debit,UPI
2025-01-29,Water,3417,debit,UPI
2025-04-11,Spotify,3660,debit,UPI
2025-05-28,Mutual Fund,18712,credit,UPI
2025-08-02,Zomato,9581,debit,UPI
2025-01-28,Flipkart,10999,debit,UPI
2025-08-05,Movie,8072,debit,UPI
2025-08-12,Mutual Fund,15241,debit,UPI
2025-07-26,Movie,1806,debit,UPI
2025-07-30,Uber,10572,debit,UPI
2025-07-24,Uber,14481,debit,UPI
2025-02-23,Movie,14006,debit,UPI
2025-03-22,Flipkart,3796,debit,UPI
2025-07-15,Zomato,13528,debit,UPI
2025-02-08,Game,13387,debit,UPI
2025-02-13,Netflix,14778,debit,UPI
2025-06-18,Flipkart,12351,debit,UPI
2025-05-06,Mutual Fund,2438,debit,UPI
2025-05-30,Zomato,13378,debit,UPI
2025-02-13,Water,9081,debit,UPI
2025-07-17,Water,2098,debit,UPI
2025-04-03,Water,18100,debit,UPI
2025-08-18,Netflix,18174,debit,UPI
2025-06-22,Flipkart,13595,debit,UPI
2025-08-03,Water,18794,debit,UPI
2025-02-17,Zomato,17415,debit,UPI
2025-02-21,Electricity,14964,debit,UPI
2025-08-11,House Rent,1855,debit,UPI
2025-01-19,Mutual Fund,15528,debit,UPI
2025-06-11,Movie,12180,debit,UPI
2025-02-12,Water,1603,debit,UPI
2025-05-04,House Rent,11003,debit,UPI
2025-07-27,Uber,19183,debit,UPI
2025-01-13,Swiggy,1487,debit,UPI
2025-01-19,Swiggy,2822,debit,UPI
2025-07-13,Uber,15039,debit,UPI
2025-06-29,Spotify,8285,debit,UPI
2025-04-13,Amazon,6934,debit,UPI
2025-04-04,Movie,7875,debit,UPI
2025-06-27,Ola,11969,debit,UPI
2025-05-01,Ola,4366,debit,UPI
2025-07-24,Spotify,3240,debit,UPI
2025-03-19,Flipkart,10138,debit,UPI
2025-04-03,Water,12348,debit,UPI
2025-07-03,Zomato,14303,debit,UPI
2025-01-19,Uber,11314,debit,UPI
2025-04-12,Zomato,16385,debit,UPI
2025-02-03,Movie,13647,debit,UPI
2025-06-03,Water,12453,debit,UPI
2025-03-01,Uber,18624,debit,UPI
2025-01-28,Flipkart,3702,debit,UPI
2025-01-07,Ola,8430,debit,UPI
2025-03-15,Uber,10472,debit,UPI
2025-04-11,Zomato,3885,debit,UPI
2025-01-22,Prime,1510,debit,UPI
2025-02-22,Spotify,11022,debit,UPI
2025-09-01,Prime,17034,debit,UPI
2025-05-02,Spotify,14302,debit,UPI
2025-05-01,Movie,4945,debit,UPI
2025-07-09,Spotify,1570,debit,UPI
2025-02-08,Movie,1253,debit,UPI
2025-07-25,Game,16729,debit,UPI
2025-01-24,Game,15274,debit,UPI
2025-09-05,Netflix,4174,debit,UPI
2025-03-03,House Rent,18315,debit,UPI
2025-08-09,Netflix,11659,debit,UPI
2025-07-30,Water,6996,debit,UPI
2025-02-09,Zomato,11402,debit,UPI
2025-01-03,Movie,6011,debit,UPI
2025-07-23,Swiggy,14833,debit,UPI
2025-06-12,Spotify,3100,debit,UPI
2025-04-08,Mutual Fund,15450,debit,UPI
2025-08-22,Movie,6645,debit,UPI
2025-06-24,Spotify,783,debit,UPI
2025-08-23,Water,17257,debit,UPI
2025-06-26,Spotify,8712,debit,UPI
2025-04-18,Movie,17545,debit,UPI
2025-07-17,Movie,18870,debit,UPI
2025-05-06,Amazon,7727,debit,UPI
2025-08-16,Movie,4607,debit,UPI
2025-04-18,Ola,19220,debit,UPI
2025-01-08,Mutual Fund,14539,debit,UPI
2025-08-08,Swiggy,13700,debit,UPI
2025-04-18,Spotify,17637,debit,UPI
2025-03-08,Ola,17775,debit,UPI
2025-07-15,Flipkart,3450,debit,UPI
2025-09-06,Uber,7898,debit,UPI
2025-06-10,Uber,3469,debit,UPI
2025-08-03,House Rent,811,debit,UPI
2025-03-09,Water,16138,debit,UPI
2025-01-13,Spotify,8043,debit,UPI
2025-08-13,Mutual Fund,11372,debit,UPI
2025-06-07,Ola,11847,debit,UPI
2025-09-01,Prime,1196,debit,UPI
2025-04-15,Mutual Fund,12812,debit,UPI
2025-04-30,Prime,13794,debit,UPI
2025-03-31,Mutual Fund,15344,debit,UPI
2025-09-05,Flipkart,7679,debit,UPI
2025-03-25,Electricity,10883,debit,UPI
2025-04-01,Spotify,17170,debit,UPI
2025-09-03,Movie,15514,debit,UPI
2025-05-05,House Rent,4938,debit,UPI
2025-08-05,Ola,2650,debit,UPI
2025-08-22,Electricity,9268,debit,UPI
2025-08-25,Uber,8550,debit,UPI
2025-09-01,Zomato,10032,debit,UPI
2025-02-11,Amazon,18654,debit,UPI
2025-05-14,Prime,11611,debit,UPI
2025-08-14,Zomato,19881,debit,UPI
2025-07-20,House Rent,3833,debit,UPI
2025-07-24,Electricity,1748,debit,UPI
2025-07-12,Electricity,6321,debit,UPI
2025-04-16,Ola,2371,debit,UPI
2025-05-11,Stock,12470,debit,UPI
2025-04-28,Uber,18877,debit,UPI
2025-02-10,Mutual Fund,14133,credit,UPI
2025-05-24,Electricity,3028,debit,UPI
2025-08-18,Movie,10200,debit,UPI
2025-02-15,Mutual Fund,19647,debit,UPI
2025-02-05,House Rent,10467,debit,UPI
2025-06-23,Electricity,1921,debit,UPI
2025-08-11,Water,19384,debit,UPI
2025-09-03,Spotify,10344,debit,UPI
2025-02-12,Spotify,13332,debit,UPI
2025-01-27,Mutual Fund,12690,debit,UPI
2025-08-05,Spotify,7838,debit,UPI
2025-01-03,Game,19121,debit,UPI
2025-06-19,Mutual Fund,804,credit,UPI
2025-04-08,Spotify,1729,debit,UPI
2025-02-01,Flipkart,4733,debit,UPI
2025-01-19,Movie,9045,debit,UPI
2025-01-25,Swiggy,1461,debit,UPI
2025-06-13,Stock,1263,debit,UPI
2025-06-18,Game,13095,debit,UPI
2025-08-25,Zomato,2317,debit,UPI
2025-07-27,Spotify,8891,debit,UPI
2025-06-28,Mutual Fund,6486,credit,UPI
2025-06-30,Swiggy,13563,debit,UPI
2025-06-10,Amazon,5024,debit,UPI
2025-05-05,Electricity,738,debit,UPI
2025-05-24,Swiggy,2367,debit,UPI
2025-03-13,Zomato,5182,debit,UPI
2025-01-01,Zomato,11202,debit,UPI
2025-05-03,Movie,948,debit,UPI
2025-04-18,Swiggy,10235,debit,UPI
2025-07-30,Swiggy,15827,debit,UPI
2025-08-21,Zomato,7892,debit,UPI
2025-02-19,Game,1256,debit,UPI
2025-08-10,Mutual Fund,12827,debit,UPI
2025-06-02,Stock,2865,debit,UPI
2025-08-05,Electricity,4016,debit,UPI
2025-01-26,Game,8339,debit,UPI
2025-06-17,House Rent,13527,debit,UPI
2025-04-26,Water,5080,debit,UPI
2025-06-30,Prime,19728,debit,UPI
2025-05-16,Movie,14316,debit,UPI
2025-04-15,Zomato,19187,debit,UPI
2025-06-25,House Rent,10078,debit,UPI
2025-08-14,Mutual Fund,19128,credit,UPI
2025-06-23,Swiggy,6250,debit,UPI
2025-08-25,Movie,15931,debit,UPI
2025-07-13,House Rent,2490,debit,UPI
2025-03-29,Water,1301,debit,UPI
2025-08-24,Amazon,7499,debit,UPI
2025-01-30,Electricity,18810,debit,UPI
2025-07-28,Game,18467,debit,UPI
2025-08-05,Spotify,2722,debit,UPI
2025-05-24,House Rent,1044,debit,UPI
2025-06-10,House Rent,19263,debit,UPI
2025-04-01,Game,13315,debit,UPI
2025-06-22,Water,11562,debit,UPI
2025-05-29,House Rent,14158,debit,UPI
2025-03-29,Swiggy,17259,debit,UPI
2025-02-06,Movie,12735,debit,UPI
2025-04-23,House Rent,6562,debit,UPI
2025-04-21,Swiggy,11791,debit,UPI
2025-03-06,Zomato,6894,debit,UPI
2025-01-09,Zomato,6669,debit,UPI
2025-05-28,Stock,7319,debit,UPI
2025-01-11,Netflix,19043,debit,UPI
2025-03-30,Uber,14114,debit,UPI
2025-08-08,Netflix,11973,debit,UPI
2025-02-09,Electricity,13171,debit,UPI
2025-02-25,Flipkart,14859,debit,UPI
2025-04-28,Ola,8676,debit,UPI
2025-05-22,Stock,16369,credit,UPI
2025-03-09,Spotify,16300,debit,UPI
2025-03-21,Netflix,2422,debit,UPI
2025-04-08,Netflix,856,debit,UPI
2025-08-13,Game,11137,debit,UPI
2025-06-30,Game,7288,debit,UPI
2025-03-08,Amazon,18414,debit,UPI
2025-07-03,Prime,17170,debit,UPI
2025-05-23,Netflix,15333,debit,UPI
2025-02-16,House Rent,2939,debit,UPI
2025-09-01,Swiggy,5801,debit,UPI
2025-03-31,Amazon,10812,debit,UPI
2025-04-09,Mutual Fund,350,debit,UPI
2025-05-19,Game,3304,debit,UPI
2025-08-30,Zomato,16501,debit,UPI
2025-05-22,Netflix,2027,debit,UPI
2025-07-23,Flipkart,11929,debit,UPI
2025-05-23,Spotify,19172,debit,UPI
2025-04-28,Prime,17277,debit,UPI
2025-05-31,Swiggy,4370,debit,UPI
2025-07-27,Ola,6857,debit,UPI
2025-08-10,Flipkart,16119,debit,UPI
2025-03-26,Flipkart,13404,debit,UPI
2025-04-04,Mutual Fund,13332,debit,UPI
2025-08-24,Game,6871,debit,UPI
2025-05-30,Movie,15149,debit,UPI
2025-04-11,House Rent,2321,debit,UPI
2025-07-09,Stock,6587,debit,UPI
2025-05-04,Netflix,830,debit,UPI
2025-01-15,Electricity,16637,debit,UPI
2025-06-10,Ola,11966,debit,UPI
2025-05-11,Movie,19235,debit,UPI
2025-04-15,Ola,14451,debit,UPI
2025-09-01,Movie,995,debit,UPI
2025-07-28,Flipkart,17858,debit,UPI
2025-02-03,House Rent,5851,debit,UPI
2025-01-13,House Rent,5754,debit,UPI
2025-03-07,House Rent,17890,debit,UPI
2025-08-18,Uber,9337,debit,UPI
2025-01-05,Game,8612,debit,UPI
2025-08-11,Netflix,929,debit,UPI
2025-02-27,Netflix,7162,debit,UPI
2025-02-24,Stock,19088,debit,UPI
2025-01-08,Ola,1822,debit,UPI
2025-01-30,Electricity,2125,debit,UPI
2025-01-03,Netflix,8136,debit,UPI
2025-01-26,Stock,6510,debit,UPI
2025-05-14,Prime,4463,debit,UPI
2025-05-14,Spotify,2320,debit,UPI
2025-06-28,Uber,17347,debit,UPI
2025-02-02,Prime,11237,debit,UPI
2025-06-22,Electricity,3616,debit,UPI
2025-05-04,Movie,14466,debit,UPI
2025-07-29,Stock,3444,debit,UPI
2025-07-10,Flipkart,1194,debit,UPI
2025-06-05,Uber,18299,debit,UPI
2025-05-18,Zomato,11671,debit,UPI
2025-02-25,Netflix,1982,debit,UPI
2025-04-18,Netflix,5351,debit,UPI
2025-04-20,Zomato,17183,debit,UPI
2025-07-12,Electricity,15897,debit,UPI
2025-04-30,Uber,2747,debit,UPI
2025-07-18,Game,11071,debit,UPI
2025-06-08,Electricity,19006,debit,UPI
2025-06-29,Prime,17402,debit,UPI
2025-04-28,Swiggy,7608,debit,UPI
2025-06-18,Stock,12446,debit,UPI
2025-06-12,Game,7726,debit,UPI
2025-04-02,Mutual Fund,19440,debit,UPI
2025-02-02,Stock,17420,credit,UPI
2025-04-11,Spotify,1197,debit,UPI
2025-06-09,House Rent,700,debit,UPI
2025-03-12,Electricity,11724,debit,UPI
2025-03-23,House Rent,1587,debit,UPI
2025-04-13,Game,9798,debit,UPI
2025-02-09,Zomato,13700,debit,UPI
2025-08-02,Movie,2599,debit,UPI
2025-04-11,Netflix,11487,debit,UPI
2025-01-14,Flipkart,13605,debit,UPI
2025-09-02,Water,19242,debit,UPI
2025-09-07,House Rent,9703,debit,UPI
2025-06-07,Uber,13581,debit,UPI
2025-03-20,Ola,13052,debit,UPI
2025-03-22,Flipkart,4750,debit,UPI
2025-04-09,Water,1907,debit,UPI
2025-03-11,Amazon,958,debit,UPI
2025-04-15,Electricity,5013,debit,UPI
2025-01-02,Prime,13080,debit,UPI
2025-03-20,Mutual Fund,11181,debit,UPI
2025-02-14,Water,19052,debit,UPI
2025-07-28,Ola,6549,debit,UPI
2025-06-24,Mutual Fund,17755,debit,UPI
2025-09-01,House Rent,15846,debit,UPI
2025-08-04,Amazon,9137,debit,UPI
2025-03-01,Mutual Fund,12678,credit,UPI
2025-08-20,Netflix,3811,debit,UPI
2025-06-05,Amazon,19880,debit,UPI
2025-04-16,Mutual Fund,12879,credit,UPI
2025-02-20,Stock,15676,debit,UPI
2025-01-21,House Rent,7194,debit,UPI
2025-07-11,Electricity,6867,debit,UPI
2025-04-09,Netflix,418,debit,UPI
2025-06-18,Ola,11161,debit,UPI
2025-02-14,Stock,14453,debit,UPI
2025-06-25,Stock,9114,credit,UPI
2025-06-02,Water,5158,debit,UPI
2025-02-23,Movie,1766,debit,UPI
2025-06-24,Ola,8302,debit,UPI
2025-04-08,Mutual Fund,4332,debit,UPI
2025-03-24,Flipkart,8763,debit,UPI
2025-04-09,Stock,18551,debit,UPI
2025-08-31,Game,3679,debit,UPI
2025-05-07,Mutual Fund,869,credit,UPI
2025-01-02,Netflix,19672,debit,UPI
2025-04-14,House Rent,13338,debit,UPI
2025-02-19,Uber,7084,debit,UPI
2025-07-28,Mutual Fund,14895,debit,UPI
2025-03-24,Flipkart,9859,debit,UPI
2025-08-02,House Rent,4901,debit,UPI
2025-03-19,House Rent,3544,debit,UPI
2025-08-09,Movie,2919,debit,UPI
2025-05-03,House Rent,11416,debit,UPI
2025-02-06,Uber,4885,debit,UPI
2025-01-29,Uber,19260,debit,UPI
2025-06-22,Game,7686,debit,UPI
2025-08-18,Game,8093,debit,UPI
2025-02-12,Ola,2111,debit,UPI
2025-04-05,House Rent,14766,debit,UPI
2025-08-30,Flipkart,12121,debit,UPI
2025-02-22,House Rent,16937,debit,UPI
2025-06-22,Stock,3334,debit,UPI
2025-04-27,Swiggy,18094,debit,UPI
2025-04-15,Water,10962,debit,UPI
2025-06-08,Game,4012,debit,UPI
2025-07-11,Spotify,19639,debit,UPI
2025-03-29,Electricity,10870,debit,UPI
2025-01-05,Flipkart,5977,debit,UPI
2025-05-07,Prime,6746,debit,UPI
2025-02-14,Mutual Fund,5623,credit,UPI
2025-02-15,Ola,3084,debit,UPI
2025-04-04,Zomato,10928,debit,UPI
2025-08-03,Amazon,10626,debit,UPI
2025-01-17,Ola,11610,debit,UPI
2025-07-22,Amazon,17600,debit,UPI
2025-03-09,Mutual Fund,15571,debit,UPI
2025-03-23,Ola,4709,debit,UPI
2025-06-25,Uber,17942,debit,UPI
2025-01-22,Ola,11857,debit,UPI
2025-04-07,Uber,5607,debit,UPI
2025-03-16,House Rent,11882,debit,UPI
2025-08-08,Zomato,10786,debit,UPI
2025-08-31,Game,9192,debit,UPI
2025-02-08,Uber,1868,debit,UPI
2025-01-19,Movie,7767,debit,UPI
2025-06-03,Mutual Fund,15579,debit,UPI
2025-05-05,House Rent,16083,debit,UPI
2025-08-02,Water,12673,debit,UPI
2025-03-05,Swiggy,229,debit,UPI
2025-05-15,Zomato,6773,debit,UPI
2025-05-27,Spotify,19768,debit,UPI
2025-07-07,Ola,9049,debit,UPI
2025-07-09,Mutual Fund,7972,debit,UPI
2025-02-23,Stock,19720,debit,UPI
2025-06-06,Swiggy,17955,debit,UPI
2025-04-15,Electricity,10632,debit,UPI
2025-06-08,Uber,10145,debit,UPI
2025-03-02,Water,18804,debit,UPI
2025-01-08,Ola,6395,debit,UPI
2025-08-07,Flipkart,9127,debit,UPI
2025-08-08,Water,6614,debit,UPI
2025-01-05,Movie,10988,debit,UPI
2025-01-22,Water,16252,debit,UPI
